peerPosAR,peerPosNI,MyPos,Distance,Frame,Time
0.13363507+-0.17565297+-0.59909964,0.1390966+-0.14494818+-0.57016754,0.18891454+0.002376414+0.09457212,0.6045237,938,1737.624165541
0.13371496+-0.17563269+-0.5990687,0.13959973+-0.14536996+-0.56977177,0.1889084+0.0023627754+0.094570205,0.6043678,939,1737.657509166
0.13371718+-0.1756015+-0.59908,0.13896053+-0.14489354+-0.5704529,0.18890895+0.0023407862+0.094576,0.6047484,940,1737.690851875
0.13373873+-0.17565413+-0.5990941,0.13768819+-0.14397103+-0.5717857,0.1889304+0.0023739114+0.0945592,0.6054953,941,1737.724197458
0.13373752+-0.17568403+-0.59908485,0.13717158+-0.14365444+-0.5723494,0.18894823+0.0023662774+0.09455613,0.6058354,942,1737.757538666
0.13369758+-0.17571743+-0.5990883,0.13717543+-0.14369479+-0.5723737,0.18896942+0.0023522142+0.09455787,0.60586876,943,1737.790882083
0.13367593+-0.17576343+-0.599094,0.13618526+-0.14236614+-0.5716725,0.18898739+0.0023362814+0.09455924,0.6046685,944,1737.824235791
0.13368829+-0.1757886+-0.599102,0.1337521+-0.13924375+-0.5706534,0.18900503+0.0023100262+0.094559684,0.60243154,945,1737.857569375
0.13366103+-0.17582075+-0.59910923,0.13292646+-0.13816825+-0.57031935,0.18902054+0.0022843452+0.094555065,0.6016844,946,1737.890912083
0.13366391+-0.17583159+-0.59910065,0.13210903+-0.13706468+-0.5699811,0.18895+0.0024339638+0.09448241,0.6009309,947,1737.924258541
0.13375716+-0.17571037+-0.59907305,0.13180085+-0.13662292+-0.569835,0.18894802+0.0024310143+0.09445894,0.600624,948,1737.95759975
0.13374728+-0.17568886+-0.59906846,0.13099018+-0.13560049+-0.56937885,0.18895063+0.002398691+0.0944372,0.5997818,949,1737.990942333
0.1337153+-0.17566831+-0.59905237,0.12934293+-0.13352884+-0.5684648,0.1889766+0.0024021054+0.09445124,0.5980901,950,1738.024293916
0.13376871+-0.17567459+-0.5990759,0.12821768+-0.13209791+-0.56788373,0.18898836+0.0023742672+0.0944478,0.596977,951,1738.057629208
0.13375756+-0.17566472+-0.5990846,0.12784207+-0.13160747+-0.5677072,0.18900475+0.0023467082+0.094451316,0.5966201,952,1738.09097175
0.1337387+-0.17564493+-0.5990675,0.12817907+-0.13194647+-0.5694874,0.18903406+0.0023231225+0.094439946,0.5984611,953,1738.1243155
0.13372329+-0.17563407+-0.5990731,0.13001007+-0.13416074+-0.57347345,0.1890444+0.0022889578+0.094448105,0.6031364,954,1738.157658916
0.13368334+-0.17563212+-0.5990865,0.13054119+-0.13478938+-0.57477283,0.18905155+0.0022424448+0.0944637,0.60462636,955,1738.191002125
0.13361952+-0.17566028+-0.59906715,0.1308201+-0.13506258+-0.57594496,0.1890607+0.0022508893+0.094468735,0.60586166,956,1738.224345958
0.13363132+-0.1756343+-0.59907794,0.13061404+-0.13473901+-0.5762471,0.18905596+0.0022244193+0.09448305,0.6060325,957,1738.257688583
0.1336242+-0.17561392+-0.59908885,0.13079691+-0.13516113+-0.57392365,0.18904562+0.0021970542+0.09450404,0.60395753,958,1738.291033166
0.13360319+-0.17559952+-0.59910595,0.13121994+-0.13607062+-0.56941694,0.18902504+0.0024053678+0.094548956,0.59997463,959,1738.324376208
0.13372871+-0.17555135+-0.5991761,0.13144912+-0.13656226+-0.5670931,0.1890223+0.0024332814+0.094573244,0.597932,960,1738.357718375
0.1337646+-0.17554429+-0.5991845,0.13148205+-0.13665074+-0.5666486,0.18901493+0.002435904+0.0946005,0.59753793,961,1738.391061708
0.13377625+-0.17556198+-0.5991877,0.13147996+-0.13669707+-0.5663176,0.18904808+0.002422505+0.09456576,0.5972342,962,1738.424409166
0.13373363+-0.17554897+-0.5991607,0.13147917+-0.13672592+-0.56606704,0.1890492+0.002403468+0.09457652,0.59700304,963,1738.45774925
0.13369268+-0.1755513+-0.59916884,0.1314884+-0.13674915+-0.56589276,0.18904392+0.0023748083+0.094594896,0.59684515,964,1738.491092458
0.13364734+-0.17553724+-0.59918857,0.13150263+-0.13681105+-0.5654716,0.1890723+0.0023820745+0.0945836,0.59646314,965,1738.524438041
0.13365749+-0.17551829+-0.5991844,0.13150884+-0.13684264+-0.5652441,0.18907365+0.002362867+0.09458557,0.59625614,966,1738.557777375
0.13362391+-0.17550349+-0.5991939,0.1315667+-0.13680367+-0.56685823,0.18906315+0.002345155+0.094589196,0.59779036,967,1738.591121291
0.13360243+-0.17548034+-0.59921736,0.13164686+-0.13665892+-0.57046014,0.18908058+0.0023945337+0.09456868,0.6011916,968,1738.624467916
0.13368605+-0.17547864+-0.59920365,0.13167481+-0.13657883+-0.5722312,0.18907984+0.0023939374+0.094563514,0.60286033,969,1738.657808083
0.13369104+-0.17548876+-0.59919083,0.13167374+-0.136568+-0.5725076,0.1890811+0.0023846+0.09455633,0.60311997,970,1738.691152875
0.13369448+-0.17546691+-0.59917253,0.13192156+-0.13699868+-0.57188326,0.18913431+0.0024468245+0.09452974,0.6026794,971,1738.724506
0.13372946+-0.17552997+-0.5991501,0.13245891+-0.13784596+-0.57058114,0.18915105+0.002444135+0.09452468,0.6017555,972,1738.757849583
0.13370496+-0.17553827+-0.5991446,0.13265084+-0.13814923+-0.57018363,0.18916771+0.0024323452+0.09452754,0.6014905,973,1738.7911815
0.13368204+-0.17553253+-0.5991472,0.13287409+-0.13849665+-0.56987226,0.18914953+0.0024712952+0.09453875,0.60132456,974,1738.82452675
0.13367994+-0.17556603+-0.59915084,0.13299388+-0.1386716+-0.5698492,0.18915093+0.0024708963+0.09454057,0.6013695,975,1738.857877375
0.13365658+-0.17556377+-0.59915376,0.13287227+-0.13840328+-0.5709248,0.18915147+0.0024562196+0.094543986,0.60230035,976,1738.891211333
0.13363953+-0.17559062+-0.5991336,0.13263363+-0.13786396+-0.5730186,0.18914968+0.0024532443+0.09453159,0.6041097,977,1738.924555
0.13365878+-0.17557675+-0.5991071,0.13253962+-0.13761227+-0.5741538,0.18914519+0.0024373333+0.09452645,0.6051086,978,1738.957897458
0.13362183+-0.17558827+-0.5990936,0.13254201+-0.13758758+-0.5744047,0.18913482+0.0024249787+0.094527245,0.6053417,979,1738.99124075
0.13359074+-0.17559835+-0.59909177,0.13215402+-0.13698898+-0.57520354,0.18912889+0.002471674+0.09455012,0.6058793,980,1739.024587958
0.13366166+-0.17561136+-0.5990968,0.1312921+-0.13572082+-0.5763255,0.18912749+0.0024685627+0.09456047,0.60647243,981,1739.057928541
0.13366415+-0.17559613+-0.59909594,0.13099296+-0.13526343+-0.57677853,0.18911767+0.002451374+0.09456293,0.6067362,982,1739.091274333
0.13362847+-0.17559043+-0.5990803,0.13067292+-0.13474506+-0.57743114,0.18910867+0.0024296353+0.09456161,0.6071724,983,1739.124618333
0.133599+-0.17558712+-0.59905994,0.1304136+-0.13482612+-0.57741994,0.18909477+0.0024039194+0.09455537,0.60712403,984,1739.157958166
0.1335701+-0.17557074+-0.5990389,0.13006201+-0.13580436+-0.5760454,0.18908188+0.002381727+0.0945485,0.6059598,985,1739.191301916
0.13356335+-0.175552+-0.59902036,0.12919001+-0.13844912+-0.5723474,0.18906826+0.002356963+0.09453389,0.6028597,986,1739.22464525
0.13353622+-0.17554587+-0.5989871,0.12861659+-0.1399187+-0.5704776,0.18904544+0.002329856+0.09452431,0.6013021,987,1739.257989083
0.13351981+-0.17550857+-0.5989666,0.12842815+-0.1402459+-0.5701575,0.18901758+0.002298585+0.09451099,0.60103434,988,1739.29133475
0.13350444+-0.17549479+-0.5989448,0.12813401+-0.14056772+-0.57000315,0.18904048+0.0023561474+0.09445288,0.6009003,989,1739.324675041
0.13356106+-0.1755268+-0.59888226,0.12786266+-0.14083181+-0.5699271,0.18903552+0.0023428767+0.09442687,0.6008322,990,1739.358018333
0.13353533+-0.17551516+-0.5988643,0.12771502+-0.14099172+-0.56984955,0.18902722+0.0023171678+0.09439917,0.60076475,991,1739.391361625
0.13355108+-0.17550525+-0.5988429,0.12739336+-0.14135835+-0.569632,0.1890714+0.0023856992+0.094446585,0.6005763,992,1739.424705375
0.13362968+-0.17558025+-0.5988879,0.12750767+-0.14113675+-0.56988823,0.18907832+0.0023841858+0.094437525,0.60079145,993,1739.458048833
0.13362794+-0.17557642+-0.5988813,0.1305019+-0.13695548+-0.5734337,0.1890802+0.0023762686+0.09442269,0.60383254,994,1739.491402416
0.1336298+-0.1755708+-0.59885204,0.13310596+-0.13331425+-0.57647336,0.18908766+0.0023611719+0.09440869,0.6064746,995,1739.524735166
0.1336227+-0.1755691+-0.59884924,0.13407314+-0.13191949+-0.5775969,0.18909301+0.002340028+0.09439597,0.60745084,996,1739.558087833
0.13360739+-0.17558235+-0.59883744,0.13423678+-0.1316626+-0.57778203,0.1890965+0.0023098278+0.094387814,0.6076073,997,1739.591421708
0.13358517+-0.17559889+-0.5988195,0.13151081+-0.13209867+-0.5791064,0.18910323+0.0024417432+0.09447408,0.60836613,998,1739.624765416
0.13371894+-0.17565009+-0.5989033,0.12577413+-0.13351564+-0.58140796,0.189097+0.002441707+0.09447094,0.6096563,999,1739.658108791
0.13371342+-0.17566684+-0.59889555,0.123822846+-0.1338986+-0.5822839,0.18909124+0.0024246285+0.09446185,0.6101766,1000,1739.691451916
0.13368356+-0.1756698+-0.5988658,0.121829264+-0.13403413+-0.5834183,0.18912286+0.0024889894+0.09451681,0.61088824,1001,1739.724794833
0.13375038+-0.17575258+-0.59890664,0.12214253+-0.13486418+-0.5823185,0.18913136+0.002481699+0.09452353,0.6100836,1002,1739.75813875
0.13372436+-0.17577611+-0.59892637,0.1233228+-0.13599086+-0.58038837,0.18913244+0.002462836+0.09452702,0.6087304,1003,1739.791480166
0.13370058+-0.17580464+-0.5989452,0.12490084+-0.13771065+-0.577622,0.18910961+0.0024457898+0.09451872,0.60680443,1004,1739.824824791
0.13366838+-0.17582794+-0.59892863,0.12500432+-0.13833405+-0.5768464,0.1889494+0.002436782+0.09441673,0.6062295,1005,1739.858177708
0.13343282+-0.1756707+-0.59888005,0.124783896+-0.13839878+-0.5768596,0.18899308+0.0024188375+0.0943124,0.60621136,1006,1739.891511666
0.1332236+-0.17554586+-0.59886897,0.124435276+-0.13837683+-0.5751808,0.18928742+0.0023919782+0.09436619,0.60453725,1007,1739.924854
0.13344833+-0.17547664+-0.5989758,0.12489891+-0.13861743+-0.57108545,0.18922277+0.0023807825+0.09420858,0.6007937,1008,1739.958198583
0.1330803+-0.17519516+-0.5989717,0.1252098+-0.1388879+-0.5695432,0.18901923+0.0023593372+0.09414958,0.5994554,1009,1739.991542791
0.13283204+-0.17568983+-0.5987652,0.1257731+-0.13960126+-0.5679185,0.18915014+0.002257811+0.09473543,0.5981963,1010,1740.024885083
0.1343522+-0.17618585+-0.5988665,0.12534732+-0.13984253+-0.56932944,0.18919641+0.0022049956+0.09466525,0.59950304,1011,1740.058229375
0.13414909+-0.17608455+-0.5988661,0.12547971+-0.13943481+-0.5712483,0.1890031+0.0021842718+0.09416595,0.6012585,1012,1740.091571041
0.13285999+-0.17561273+-0.5987353,0.12616788+-0.13896155+-0.5738291,0.18899398+0.002153759+0.09444234,0.6037454,1013,1740.124914916
0.1335648+-0.17583221+-0.59878016,0.12620686+-0.13898025+-0.57464635,0.18906178+0.0021011075+0.09480307,0.60453457,1014,1740.158258416
