peerPosAR,peerPosNI,MyPos,Time
0.32777995+-0.15155493+-0.481543,0.27761626+0.017905226+-0.68515235,0.005255897+0.17682968+0.08705533,1432
0.32776898+-0.1515713+-0.48154238,0.27805096+0.017706534+-0.68562406,0.005256899+0.1768267+0.08706438,1433
0.32776898+-0.1515713+-0.48154238,0.2781267+0.017477859+-0.68591243,0.005258147+0.17682248+0.08707347,1434
0.32774016+-0.15159972+-0.48154104,0.278057+0.017238945+-0.6861263,0.005260094+0.17682119+0.08708289,1435
0.32774016+-0.15159972+-0.48154104,0.27786216+0.017297992+-0.68325037,0.0052591716+0.17682372+0.08709276,1436
0.32771882+-0.15163127+-0.4815392,0.27770358+0.017380636+-0.68025583,0.0052275495+0.17682958+0.08711263,1437
0.3277118+-0.15161127+-0.48152742,0.27770358+0.017380636+-0.68025583,0.0052134497+0.17683701+0.08712148,1438
0.32771456+-0.1515971+-0.48151147,0.2776184+0.017438108+-0.6776514,0.0052031153+0.17684543+0.08712559,1439
0.32771456+-0.1515971+-0.48151147,0.27761516+0.017423315+-0.6758443,0.005193925+0.1768543+0.08712794,1440
0.3280132+-0.15123004+-0.48118708,0.27767432+0.01733337+-0.674788,0.005183526+0.17686288+0.08713187,1441
0.32803848+-0.15118805+-0.48115462,0.2777706+0.017187739+-0.67426085,0.005169465+0.17687218+0.08713883,1442
0.3280515+-0.15116039+-0.48113886,0.27788508+0.017010735+-0.6740279,0.0051525934+0.1768811+0.087144725,1443
0.3280515+-0.15116039+-0.48113886,0.27788508+0.017010735+-0.6740279,0.0051348275+0.17688924+0.08715219,1444
0.3280657+-0.15111656+-0.4811204,0.27800563+0.016822692+-0.6739125,0.005114769+0.17689843+0.08716139,1445
0.32817808+-0.15114373+-0.48105067,0.27812326+0.016638232+-0.6738109,0.0050934097+0.17690615+0.087172434,1446
0.32817808+-0.15114373+-0.48105067,0.2782325+0.016466292+-0.67367744,0.005070175+0.17691378+0.087185144,1447
0.3282273+-0.15111315+-0.48100966,0.27833146+0.016308513+-0.67350274,0.0050478266+0.17692296+0.087198384,1448
0.3282457+-0.15110058+-0.4809937,0.27842042+0.01615919+-0.6732947,0.0049887067+0.17696232+0.08724824,1449
0.3282457+-0.15110058+-0.4809937,0.27842042+0.01615919+-0.6732947,0.0049488186+0.17698222+0.08727082,1450
0.32830718+-0.1510048+-0.48093024,0.2785028+0.016010946+-0.6730656,0.0049177604+0.17699704+0.087285414,1451
0.3283178+-0.1509745+-0.4809184,0.27858385+0.015859604+-0.6728251,0.004890087+0.1770109+0.087295584,1452
0.32833558+-0.15094632+-0.480891,0.27866626+0.015703687+-0.6725803,0.0048634177+0.17702407+0.087303385,1453
0.32834622+-0.15092634+-0.4808816,0.27739766+0.016193012+-0.67478895,0.0048366273+0.17703722+0.08731035,1454
0.32834622+-0.15092634+-0.4808816,0.27606833+0.016711574+-0.6771004,0.0048362417+0.17703854+0.08735713,1455
0.32836202+-0.15090206+-0.48083767,0.27606833+0.016711574+-0.6771004,0.004833585+0.17704199+0.087368295,1456
0.32836917+-0.15090394+-0.48085135,0.27489957+0.01715331+-0.6791091,0.004830134+0.17704485+0.08736892,1457
0.32836917+-0.15090394+-0.48085135,0.27407435+0.017428875+-0.68048704,0.0048245382+0.1770495+0.087369725,1458
0.32837686+-0.15089722+-0.48086128,0.27357763+0.01754847+-0.6812678,0.0048172167+0.1770566+0.087369986,1459
0.32838127+-0.15089087+-0.48087078,0.2733161+0.017560292+-0.68162584,0.004811253+0.17706582+0.08736927,1460
0.32838988+-0.15088792+-0.4808881,0.27318633+0.017511796+-0.681748,0.004999754+0.17699693+0.08728835,1461
0.3283158+-0.15108436+-0.48097128,0.27318633+0.017511796+-0.681748,0.0050669247+0.17697531+0.087262765,1462
0.3282946+-0.15115885+-0.48100892,0.27654314+0.020300651+-0.68107057,0.005094559+0.1769694+0.087252356,1463
0.32828876+-0.15118738+-0.4810284,0.2800984+0.02328621+-0.6803558,0.0051103984+0.17696987+0.08724729,1464
0.32829294+-0.15120423+-0.4810494,0.2832107+0.025935424+-0.67975485,0.005122476+0.17697085+0.0872434,1465
0.32829776+-0.1512219+-0.4810692,0.28543416+0.02787358+-0.67935795,0.0051354044+0.17697045+0.0872378,1466
0.32830057+-0.15123217+-0.48108378,0.28682646+0.029135335+-0.6791467,0.0051051234+0.17696288+0.08725247,1467
0.32829875+-0.15119918+-0.48107955,0.28682646+0.029135335+-0.6791467,0.005103306+0.17695986+0.08725633,1468
0.3283014+-0.15119466+-0.48108745,0.28763562+0.029913414+-0.6790636,0.005112904+0.17695881+0.087257564,1469
0.32829982+-0.15120049+-0.48109442,0.28812215+0.030415742+-0.67905,0.00512655+0.17695852+0.08725694,1470
0.328255+-0.15119332+-0.48108184,0.28848198+0.030803388+-0.6790625,0.005140965+0.17696032+0.08725736,1471
0.32823974+-0.1511975+-0.48108798,0.28700635+0.030582018+-0.68049896,0.0051555363+0.17696384+0.08725762,1472
0.32823974+-0.1511975+-0.48108798,0.28547192+0.030366652+-0.68199474,0.0051687104+0.17696601+0.08725992,1473
0.32824638+-0.15122451+-0.48109668,0.28547192+0.030366652+-0.68199474,0.0051832036+0.17696778+0.08726472,1474
0.3282485+-0.15123568+-0.48109832,0.28417957+0.03026291+-0.6833179,0.00520015+0.17697164+0.08726966,1475
0.32825097+-0.15125822+-0.48110273,0.28337026+0.03033862+-0.68427837,0.0052169026+0.17697498+0.087274514,1476
0.32839176+-0.15135032+-0.48097256,0.2830167+0.030570991+-0.684894,0.0052342536+0.17697911+0.08728093,1477
0.3284402+-0.15139759+-0.48093033,0.28298527+0.030908622+-0.6852651,0.0052539995+0.17698391+0.08728778,1478
0.32845598+-0.15143357+-0.48090985,0.28313342+0.031303674+-0.6854992,0.005275144+0.17699017+0.087296486,1479
0.3284678+-0.15145826+-0.48090312,0.28313342+0.031303674+-0.6854992,0.005297781+0.17699379+0.08730863,1480
0.32847407+-0.15148486+-0.48089683,0.28315634+0.029614497+-0.68476725,0.0053217444+0.17699844+0.08732306,1481
0.32847533+-0.15151297+-0.4808821,0.2829146+0.027376825+-0.68382317,0.0053470703+0.17700335+0.087339185,1482
0.3284514+-0.15149935+-0.480832,0.28269425+0.025412826+-0.6830299,0.0053710667+0.17700572+0.08735454,1483
0.3284414+-0.15151007+-0.48080504,0.2825614+0.024060551+-0.68253046,0.0053998725+0.17700979+0.08735817,1484
0.32844013+-0.15153222+-0.4808018,0.28252172+0.023292677+-0.6823039,0.0054355455+0.17701203+0.08735119,1485
0.3284371+-0.15156883+-0.4808108,0.28252172+0.023292677+-0.6823039,0.005464048+0.17701305+0.08735535,1486
0.32843623+-0.15158968+-0.48081186,0.28255525+0.022941096+-0.68226683,0.005489844+0.17701186+0.08736383,1487
0.32842985+-0.15161452+-0.48080695,0.28263363+0.022826701+-0.68233365,0.0055152467+0.17701127+0.08737295,1488
0.3284252+-0.15163839+-0.48080465,0.28273028+0.022811178+-0.6824422,0.005541411+0.1770113+0.0873823,1489
0.32842028+-0.15166113+-0.4808003,0.28385776+0.02300123+-0.6820116,0.00542806+0.1769873+0.08732118,1490
0.32839084+-0.15154855+-0.48087615,0.28503516+0.023173412+-0.68154144,0.005169383+0.17694075+0.08719382,1491
0.32833648+-0.15129554+-0.48102638,0.28503516+0.023173412+-0.68154144,0.005078352+0.17692347+0.08714832,1492
0.32831118+-0.1512027+-0.48108888,0.28609586+0.02328512+-0.6811155,0.0050372714+0.17691407+0.08713094,1493
0.3282927+-0.15116443+-0.481122,0.28689998+0.023315698+-0.6808107,0.005010974+0.17690687+0.08712308,1494
0.3282756+-0.15114246+-0.48114714,0.28745723+0.023282358+-0.68062675,0.0049878773+0.1769021+0.08711709,1495
0.3282607+-0.15112449+-0.48117417,0.2878374+0.023212725+-0.6805311,0.0049651233+0.17689776+0.087110035,1496
0.32824597+-0.15109833+-0.48119614,0.28811705+0.023129359+-0.6804864,0.0049389014+0.17698368+0.08721383,1497
0.3283282+-0.15106992+-0.48111975,0.28811705+0.023129359+-0.6804864,0.004926779+0.17701392+0.0872487,1498
0.3283504+-0.15105557+-0.4811091,0.28835556+0.023046954+-0.68046325,0.004919126+0.17702845+0.08725994,1499
0.32836133+-0.1510518+-0.48112527,0.28858632+0.02297205+-0.68044466,0.004913048+0.17703691+0.087262996,1500
0.32838774+-0.15105005+-0.48112386,0.2888211+0.022903208+-0.68042403,0.0049029193+0.17704435+0.087262996,1501
0.32839653+-0.15103734+-0.4811398,0.2890647+0.022836372+-0.680399,0.0048884167+0.17704046+0.08724927,1502
0.3283896+-0.15102318+-0.48117682,0.28932244+0.022767866+-0.68036723,0.004873891+0.1770295+0.08722713,1503
0.32837284+-0.15100868+-0.4812225,0.28932244+0.022767866+-0.68036723,0.004865284+0.17703067+0.08721685,1504
0.3283691+-0.15099664+-0.4812647,0.28959545+0.022694906+-0.68032867,0.0048585+0.17703582+0.08720838,1505
0.3283658+-0.15099083+-0.48131,0.28987983+0.022617912+-0.680285,0.0048515038+0.17704007+0.08720044,1506
0.32834032+-0.15103629+-0.48135608,0.29017076+0.02253812+-0.68023837,0.0048458586+0.17704514+0.08718989,1507
0.3283369+-0.15104763+-0.48139086,0.29068488+0.026058994+-0.68097323,0.0048413137+0.17705047+0.087177284,1508
0.32833928+-0.15104347+-0.4814204,0.29120782+0.029740792+-0.6817386,0.0048162406+0.17705846+0.087162055,1509
0.32834798+-0.15101913+-0.48145637,0.29120782+0.029740792+-0.6817386,0.0048095924+0.17706162+0.08714925,1510
0.32834798+-0.15101913+-0.48145637,0.29170322+0.032995164+-0.68240446,0.0048107235+0.177064+0.087137505,1511
0.3283513+-0.15101308+-0.48151648,0.2921431+0.035339642+-0.68286616,0.004813461+0.17706531+0.08712635,1512
0.32835102+-0.15102051+-0.48154655,0.29252827+0.03682126+-0.68313676,0.0048151375+0.1770656+0.08711698,1513
0.3283533+-0.1510172+-0.48158115,0.29287085+0.037693646+-0.68327427,0.0048170397+0.17705026+0.087090924,1514
0.32833493+-0.15101986+-0.48162764,0.2931874+0.03822543+-0.6833386,0.00481856+0.1770217+0.087060034,1515
0.32830638+-0.15101425+-0.4816802,0.2931874+0.03822543+-0.6833386,0.0048194183+0.17700905+0.08704629,1516
0.32829136+-0.15101402+-0.48171592,0.2918278+0.034238033+-0.68251216,0.0048217173+0.17700128+0.08703892,1517
0.3282797+-0.1510201+-0.48172614,0.29007658+0.029682454+-0.6816298,0.004825362+0.17699324+0.08703387,1518
0.3282451+-0.1510818+-0.48153463,0.28856203+0.025725206+-0.6808779,0.0048283217+0.17698519+0.0870258,1519
0.3282314+-0.15110041+-0.48147708,0.28754786+0.022985145+-0.68037075,0.0048295883+0.17697786+0.08701482,1520
0.32822585+-0.15110917+-0.4814693,0.28700453+0.02139299+-0.6800906,0.004837827+0.17694323+0.08696386,1521
0.32819316+-0.15112941+-0.48151562,0.28700453+0.02139299+-0.6800906,0.00483846+0.17693327+0.086944185,1522
0.32818666+-0.15113516+-0.48153237,0.2867893+0.020610875+-0.6799705,0.004838836+0.17693108+0.0869339,1523
0.32818064+-0.15113616+-0.48153144,0.28675565+0.020279273+-0.67993915,0.004839209+0.17693175+0.08692876,1524
0.32813588+-0.1511164+-0.48148608,0.2867956+0.020127604+-0.6799426,0.00483707+0.17693421+0.08692439,1525
0.32812226+-0.15111476+-0.48147178,0.2858463+0.020644918+-0.6810802,0.004829536+0.17691936+0.08689462,1526
0.32810158+-0.15110637+-0.48149282,0.28482288+0.021144517+-0.68226045,0.004819345+0.17689121+0.086852245,1527
0.32807073+-0.1510989+-0.48152947,0.28482288+0.021144517+-0.68226045,0.0048157396+0.17688249+0.08683357,1528
0.3280605+-0.15110181+-0.48154336,0.28387675+0.021507597+-0.68329704,0.0048166187+0.17688161+0.086823344,1529
0.32805303+-0.15110189+-0.48155108,0.2831472+0.021659411+-0.68404055,0.004817641+0.17688611+0.086814016,1530
0.32803887+-0.15110104+-0.48159432,0.2826362+0.021624157+-0.68450713,0.004816144+0.17689212+0.0868055,1531
0.3280374+-0.15109502+-0.48160586,0.28228873+0.02145956+-0.6847773,0.004811122+0.17689605+0.08679911,1532
0.32804105+-0.15108432+-0.4816134,0.28203863+0.021225806+-0.6849366,0.004784816+0.17688182+0.086825326,1533
0.32802564+-0.15105483+-0.4815846,0.28192002+0.020903243+-0.68501526,0.004772273+0.17687437+0.08683698,1534
0.32801914+-0.1510375+-0.48157555,0.28200746+0.020443775+-0.6850077,0.0047634984+0.17686895+0.08684227,1535
0.32801095+-0.15102698+-0.4815686,0.28220028+0.019926017+-0.68496376,0.0047566155+0.1768656+0.08684628,1536
0.32800716+-0.15101478+-0.48156852,0.28233945+0.019451126+-0.6849516,0.0047494886+0.17686254+0.08685072,1537
0.3280013+-0.15100567+-0.481563,0.282371+0.0190425+-0.68499327,0.0047419355+0.17686023+0.086853705,1538
0.32799426+-0.15100075+-0.48155895,0.2823061+0.018692067+-0.68508154,0.0047042193+0.17690499+0.086880624,1539
0.32803148+-0.15096048+-0.48152477,0.2823061+0.018692067+-0.68508154,0.004687269+0.17691521+0.086887725,1540
0.32803637+-0.15094489+-0.4815135,0.28217918+0.018379468+-0.68519956,0.0046775793+0.17691705+0.086888894,1541
0.32803497+-0.15094253+-0.4815099,0.28202102+0.018085724+-0.68533206,0.004667687+0.17691718+0.08688666,1542
0.32806206+-0.15094629+-0.48152632,0.28184885+0.017800137+-0.6854706,0.004656612+0.1769151+0.08688463,1543
0.3280633+-0.15094289+-0.481527,0.27974916+0.016024569+-0.6861579,0.004645635+0.17691116+0.086881675,1544
0.32805762+-0.15093328+-0.4815253,0.27754363+0.0141720725+-0.6868775,0.0046389564+0.17689382+0.08686584,1545
0.32803595+-0.15093188+-0.48153692,0.27754363+0.0141720725+-0.6868775,0.0046298117+0.17688519+0.08686142,1546
0.3280191+-0.15092398+-0.48153064,0.2755449+0.012483447+-0.6875409,0.0046193027+0.17687917+0.08685937,1547
0.32800686+-0.15091617+-0.48152727,0.2740176+0.011162893+-0.6880721,0.004606624+0.17687565+0.08685498,1548
0.32799876+-0.1509032+-0.4815266,0.27294397+0.010196136+-0.6884752,0.0045925835+0.17687169+0.08684904,1549
0.32798633+-0.15089385+-0.4815202,0.27219048+0.009480036+-0.68878806,0.004581638+0.1768777+0.08685625,1550
0.3279868+-0.15088286+-0.4815016,0.27161506+0.008902603+-0.68905085,0.004582205+0.17689207+0.08687305,1551
0.32799715+-0.15088227+-0.48147663,0.27161506+0.008902603+-0.68905085,0.0045792935+0.17689662+0.08687794,1552
0.32799506+-0.15088329+-0.48146325,0.2711132+0.008378952+-0.68929297,0.0045741186+0.17689656+0.08688257,1553
0.32799277+-0.15087494+-0.48144415,0.2706219+0.007858009+-0.6895318,0.0045672846+0.17689253+0.08688769,1554
0.32800493+-0.150831+-0.48138463,0.27011296+0.007317654+-0.6897754,0.004556169+0.1768875+0.08689516,1555
0.32800287+-0.15080824+-0.4813595,0.2695804+0.006755232+-0.6900254,0.0045438916+0.17688152+0.08690361,1556
0.32799163+-0.15079536+-0.48133615,0.2690299+0.006177643+-0.69028,0.004478662+0.17687447+0.08695276,1557
0.32798007+-0.1507317+-0.48127982,0.2690299+0.006177643+-0.69028,0.0044477074+0.17686509+0.08698123,1558
0.32796523+-0.15069504+-0.4812412,0.26847115+0.0055928444+-0.69053614,0.0044245264+0.17685586+0.0870058,1559
0.32794994+-0.15067089+-0.4812059,0.26791176+0.005004221+-0.6907918,0.004399392+0.17684743+0.08703068,1560
0.3279366+-0.15064432+-0.48117065,0.26735434+0.004413568+-0.69104636,0.004378135+0.17684035+0.08705883,1561
0.32792464+-0.15062694+-0.48112932,0.2672872+0.010500868+-0.685676,0.004354973+0.17683396+0.08708906,1562
0.32791507+-0.1506073+-0.4810893,0.26725134+0.016892798+-0.6800753,0.004310946+0.17682274+0.0872052,1563
0.32790154+-0.15055715+-0.48095894,0.26725134+0.016892798+-0.6800753,0.004287199+0.17681827+0.08726642,1564
0.3278939+-0.15052895+-0.48088488,0.26717246+0.022493733+-0.6751734,0.004265778+0.17681473+0.08731235,1565
0.3278872+-0.15050778+-0.48082998,0.26698494+0.026402866+-0.6717196,0.0042448905+0.17681243+0.087354384,1566
0.32788345+-0.15048541+-0.48078135,0.26668903+0.028700393+-0.6696335,0.0042232354+0.17680992+0.087395795,1567
0.32787892+-0.15046386+-0.48073247,0.26631123+0.029854674+-0.66851383,0.004200727+0.17680943+0.087436706,1568
0.32787624+-0.15043414+-0.480681,0.26588637+0.030370073+-0.66793364,0.004331478+0.17683873+0.08736604,1569
0.32789946+-0.15056027+-0.4807337,0.26634344+0.03050027+-0.6680153,0.004372217+0.17685233+0.08735418,1570
0.32790816+-0.15059978+-0.48073295,0.26876408+0.030310765+-0.6691015,0.0043812683+0.17685863+0.087364085,1571
0.3279194+-0.15060541+-0.48073477,0.27224588+0.030022297+-0.6706582,0.004382358+0.17686425+0.08738082,1572
0.32797325+-0.15059888+-0.48082918,0.27527916+0.029888133+-0.67190063,0.004382201+0.1768688+0.087399244,1573
0.3279946+-0.15059046+-0.48084486,0.27736905+0.02998363+-0.67258036,0.004381132+0.17687227+0.087418705,1574
0.3279946+-0.15059046+-0.48084486,0.27856812+0.03027764+-0.6727455,0.004456433+0.17696767+0.08735875,1575
0.32809973+-0.15065812+-0.48088786,0.27856812+0.03027764+-0.6727455,0.004481497+0.17700243+0.08734031,1576
0.32813507+-0.15067412+-0.48089865,0.27913785+0.030701406+-0.6725554,0.004490082+0.17701912+0.08733675,1577
0.32815075+-0.1506816+-0.48089337,0.27935693+0.031189116+-0.67217124,0.00449472+0.17703214+0.08733803,1578
0.32816347+-0.15067913+-0.48088026,0.27917892+0.031699747+-0.6731449,0.0044991723+0.17704535+0.08733923,1579
0.32817668+-0.15067782+-0.48086795,0.27841276+0.03221488+-0.677254,0.0045048045+0.17705894+0.087343074,1580
0.3281908+-0.15067448+-0.48085618,0.27735534+0.03272404+-0.6830909,0.004503659+0.17710114+0.08739141,1581
0.32823536+-0.15066732+-0.4808045,0.27735534+0.03272404+-0.6830909,0.004506762+0.17711963+0.08741517,1582
0.32825464+-0.15066773+-0.48077926,0.27644816+0.03322117+-0.68824285,0.0045136795+0.17713152+0.08743034,1583
0.3282685+-0.15067399+-0.48076603,0.27583405+0.033706866+-0.6918978,0.0045212978+0.17714298+0.08744165,1584
0.32828048+-0.15067302+-0.48074874,0.27548814+0.034185775+-0.69412667,0.0045275134+0.17715496+0.08745382,1585
0.32829368+-0.15067594+-0.48073456,0.2753241+0.034661643+-0.69534487,0.0045329137+0.17719209+0.0875161,1586
0.3283324+-0.1506679+-0.4806691,0.27525657+0.03513619+-0.69599676,0.0045400998+0.17724149+0.08759751,1587
0.32838073+-0.15066871+-0.48058406,0.27572727+0.034656644+-0.6959679,0.004548753+0.17726244+0.087629505,1588
0.32839975+-0.15067211+-0.48054916,0.27729797+0.032085326+-0.69491434,0.0045585413+0.17727417+0.08764385,1589
0.32841027+-0.15067999+-0.4805436,0.2794577+0.028365983+-0.6933674,0.0045681233+0.17728162+0.087651744,1590
0.32840416+-0.15069705+-0.48056105,0.28137338+0.025087627+-0.69211525,0.0045809583+0.17728655+0.08765911,1591
0.328406+-0.15070802+-0.48056263,0.2827727+0.022781571+-0.691412,0.004584127+0.1772855+0.08766322,1592
0.32840344+-0.15070672+-0.48056373,0.28368297+0.021405648+-0.6912143,0.004575259+0.17727315+0.087651394,1593
0.32839096+-0.1506959+-0.48058417,0.28368297+0.021405648+-0.6912143,0.0045785294+0.17726284+0.08764374,1594
0.32837945+-0.15069562+-0.4805926,0.28424826+0.02069054+-0.6913676,0.0045868275+0.17725222+0.08763606,1595
0.32835683+-0.15069447+-0.48060477,0.2846192+0.020346254+-0.6917142,0.0045982045+0.1772431+0.087626725,1596
0.32828504+-0.15068918+-0.48061454,0.28490955+0.020151079+-0.69213706,0.0046106116+0.1772342+0.08761615,1597
0.3282561+-0.15069117+-0.48061886,0.2845714+0.019753011+-0.69040877,0.004634882+0.17721418+0.08759495,1598
0.32823032+-0.15070638+-0.48063576,0.28423038+0.019306999+-0.6885589,0.0046587535+0.17719401+0.087571725,1599
0.32820636+-0.15072241+-0.48065275,0.28399238+0.018838352+-0.6869361,0.004670069+0.17718315+0.087560125,1600
0.32819185+-0.15072219+-0.48065302,0.28399238+0.018838352+-0.6869361,0.004676538+0.17717203+0.08755405,1601
0.32816035+-0.15073484+-0.48067895,0.28393173+0.018384399+-0.6858365,0.004682519+0.17716175+0.087550014,1602
0.32806957+-0.15079726+-0.48079962,0.284032+0.017956717+-0.685241,0.004689003+0.17715278+0.08754635,1603
0.3280336+-0.15082447+-0.48083892,0.2842449+0.017554363+-0.68500465,0.0046970537+0.17714712+0.0875372,1604
0.3280184+-0.15083842+-0.48085612,0.28452012+0.017170679+-0.684971,0.004696819+0.17714368+0.08752334,1605
0.328012+-0.1508446+-0.48087406,0.28452012+0.017170679+-0.684971,0.0046924325+0.17713438+0.08751194,1606
0.328+-0.15084933+-0.4808863,0.2848187+0.016797297+-0.6850211,0.004686759+0.17712435+0.0874992,1607
0.32798913+-0.1508488+-0.48089963,0.2851164+0.01642642+-0.6850843,0.0046826964+0.17711416+0.08748435,1608
0.327977+-0.15085082+-0.48091576,0.28540227+0.016052261+-0.6851282,0.0046787867+0.17710319+0.08746758,1609
0.32796803+-0.150853+-0.48093775,0.28567654+0.01567047+-0.6851443,0.0047082095+0.17710397+0.087455034,1610
0.32797027+-0.15088856+-0.48094946,0.28594574+0.015278608+-0.685135,0.004754181+0.17711255+0.087446734,1611
0.3279807+-0.15094441+-0.4809587,0.28594574+0.015278608+-0.685135,0.0047674184+0.17710572+0.08743493,1612
0.32797828+-0.15096502+-0.48097432,0.28621358+0.014880405+-0.68510854,0.004770457+0.17709462+0.087422885,1613
0.32795978+-0.15097307+-0.48098946,0.28648046+0.014482964+-0.68507326,0.004771032+0.17708324+0.08741002,1614
0.32790318+-0.15099163+-0.4810162,0.28674823+0.014088179+-0.68503445,0.0047704848+0.17707239+0.08739749,1615
0.32788+-0.15100001+-0.48103496,0.2843746+0.012712159+-0.6831103,0.0047698733+0.17706166+0.08738122,1616
0.32786536+-0.1510113+-0.48105392,0.2818889+0.01129168+-0.6811155,0.0047683762+0.17705077+0.08736433,1617
0.32785422+-0.1510141+-0.48107,0.2818889+0.01129168+-0.6811155,0.0047654277+0.17703891+0.08734771,1618
0.3278403+-0.15101787+-0.4810853,0.2797284+0.009993154+-0.6793628,0.0047613317+0.17702736+0.08732911,1619
0.32783887+-0.1510184+-0.4810941,0.2782505+0.008951579+-0.6781002,0.004757675+0.17701542+0.08731023,1620
0.32785925+-0.15100378+-0.48106265,0.27741915+0.008152208+-0.67729783,0.004752262+0.17699948+0.08729014,1621
0.32785112+-0.15100338+-0.48106495,0.27704167+0.0075227674+-0.6768204,0.0048216274+0.1769749+0.087248735,1622
0.32782727+-0.1510782+-0.48109683,0.27691352+0.0069865+-0.6765255,0.004925159+0.17694831+0.08720149,1623
0.32779598+-0.15118924+-0.4811309,0.2770408+0.007080768+-0.6763674,0.0049535995+0.17692932+0.08717113,1624
0.3277766+-0.15122472+-0.48116392,0.27752426+0.008484593+-0.6763596,0.004960262+0.17691474+0.0871435,1625
0.32775822+-0.15123437+-0.4811854,0.27816767+0.010592838+-0.6764138,0.0049604764+0.17690124+0.08711925,1626
0.32774454+-0.15124027+-0.48120874,0.27869368+0.012399825+-0.67641103,0.0049593085+0.1768877+0.08709511,1627
0.32773387+-0.15123788+-0.4812348,0.27901682+0.013570886+-0.6763123,0.005035697+0.17688397+0.08706872,1628
0.32773194+-0.15131073+-0.481255,0.2791611+0.014139654+-0.6761259,0.0051434794+0.17689583+0.0870581,1629
0.32774633+-0.15142265+-0.48126352,0.2791611+0.014139654+-0.6761259,0.00517631+0.17689845+0.08705227,1630
0.3277498+-0.15145744+-0.48126596,0.27918956+0.014279987+-0.67587644,0.005184595+0.17689694+0.08704708,1631
0.3277503+-0.15146871+-0.48126858,0.27915856+0.014175626+-0.6755919,0.0051842956+0.1768926+0.0870439,1632
0.32775086+-0.15146782+-0.48127294,0.27851626+0.01435195+-0.67617035,0.0051805316+0.17688665+0.08703936,1633
0.32774958+-0.15146884+-0.4812801,0.2765763+0.015356251+-0.6786694,0.00522836+0.17698702+0.08716292,1634
0.32785544+-0.15151826+-0.48115644,0.2739248+0.016849266+-0.6822182,0.0053003775+0.17713566+0.08734362,1635
0.32801315+-0.15158989+-0.48098126,0.2739248+0.016849266+-0.6822182,0.005320673+0.17718098+0.08739831,1636
0.32806316+-0.15161191+-0.48092943,0.27154738+0.018197123+-0.6853422,0.005324033+0.17719266+0.0874103,1637
0.32807934+-0.15161628+-0.48091686,0.2697711+0.019177971+-0.6875497,0.005323815+0.17719646+0.08740618,1638
0.3280888+-0.15160772+-0.4809174,0.26856604+0.019798888+-0.688886,0.005321079+0.17719653+0.08739695,1639
0.3280895+-0.15160057+-0.4809242,0.26776853+0.020161778+-0.68960375,0.005315556+0.17719533+0.0873874,1640
0.32809007+-0.15159565+-0.48093814,0.26720357+0.020380383+-0.6899731,0.0053083+0.17719395+0.08737706,1641
0.32809097+-0.1515896+-0.48095495,0.26698804+0.0206223+-0.6900121,0.005299947+0.17719415+0.08736406,1642
0.3280944+-0.15158838+-0.4809762,0.2673493+0.021031216+-0.689615,0.0052913935+0.17719501+0.08734914,1643
0.3280991+-0.15158023+-0.48099598,0.26800784+0.021544471+-0.6890205,0.0052840775+0.1771956+0.087334156,1644
0.32810435+-0.15158118+-0.48101747,0.26852173+0.022039097+-0.6885633,0.005275882+0.17719698+0.0873194,1645
0.3281107+-0.15158328+-0.4810414,0.26873863+0.022476612+-0.68835026,0.0053371605+0.17718717+0.08730514,1646
0.32810542+-0.15165348+-0.48106235,0.26867378+0.022854501+-0.68836033,0.0054327818+0.17717163+0.08730448,1647
0.32809275+-0.15176012+-0.4810651,0.26867378+0.022854501+-0.68836033,0.0054663965+0.17716783+0.087301634,1648
0.32809222+-0.15180363+-0.48107192,0.26840794+0.023184394+-0.68852526,0.005480413+0.1771704+0.08729674,1649
0.32809922+-0.15182585+-0.48108384,0.2680282+0.023482608+-0.6887756,0.005488469+0.1771753+0.08729154,1650
0.32810804+-0.15183635+-0.48108998,0.26800612+0.023500638+-0.68804127,0.0054955655+0.17717998+0.087284,1651
0.32811838+-0.15184858+-0.4811027,0.26887187+0.022933004+-0.6850765,0.005504069+0.17718667+0.08727548,1652
0.32813203+-0.1518591+-0.4811197,0.27025107+0.022047505+-0.6808847,0.0055112145+0.17719553+0.08726734,1653
0.32814714+-0.15186746+-0.48113382,0.27025107+0.022047505+-0.6808847,0.00552084+0.17720644+0.0872595,1654
0.3281643+-0.15187809+-0.48114672,0.27147132+0.021292828+-0.6771777,0.0055314987+0.17721693+0.08725336,1655
0.32817927+-0.15189844+-0.48116043,0.2722989+0.020820493+-0.6745312,0.0055416576+0.17722587+0.087250024,1656
0.3281919+-0.15191062+-0.48116797,0.2727445+0.020615343+-0.672896,0.0055528297+0.17723593+0.0872498,1657
0.32821172+-0.15192856+-0.48118612,0.27291882+0.02059672+-0.67197806,0.005595867+0.17725408+0.087257765,1658
0.3282394+-0.15197851+-0.4811913,0.27294225+0.020680724+-0.6714614,0.0056482633+0.1772733+0.08727123,1659
0.32826954+-0.1520375+-0.48118746,0.27294225+0.020680724+-0.6714614,0.0056712767+0.17728426+0.087280296,1660
0.32829347+-0.1520675+-0.4811894,0.27290455+0.020806266+-0.6711078,0.005685474+0.17729598+0.08728821,1661
0.32832217+-0.15208381+-0.48119733,0.27285954+0.02093687+-0.67077494,0.0056968434+0.17730723+0.0872955,1662
