peerPosAR,peerPosNI,MyPos,Time
0.38470668+0.22638509+-0.3250703,0.33551422+0.052933097+-0.7172515,-0.5016136+0.029626898+0.34248984,0.7936129,646
0.3847156+0.22637755+-0.32508898,0.33498564+0.052739237+-0.7167587,-0.5016089+0.029629733+0.34248888,0.7929312,647
0.38471115+0.22637022+-0.3251045,0.33498564+0.052739237+-0.7167587,-0.50160027+0.029616851+0.34247917,0.7929312,648
0.38472942+0.22634405+-0.32510263,0.33440638+0.052519783+-0.7162439,-0.5015974+0.029609619+0.34247833,0.7922066,649
0.38473076+0.22632891+-0.32511705,0.3337932+0.05228727+-0.7157147,-0.5015967+0.029604798+0.3424815,0.79145396,650
0.3847162+0.22632444+-0.32513472,0.333166+0.052049045+-0.71517634,-0.50159943+0.029601594+0.34248653,0.79068696,651
0.38471806+0.2263242+-0.32513392,0.33253875+0.051808584+-0.7146327,-0.50160366+0.02959397+0.3424934,0.7899152,652
0.38476092+0.22632626+-0.32510957,0.33744037+0.053661715+-0.7191776,-0.5016085+0.029585969+0.34250104,0.7962173,653
0.38477242+0.2263295+-0.32509834,0.33744037+0.053661715+-0.7191776,-0.5016129+0.02957819+0.34250915,0.7962173,654
0.38478884+0.22631669+-0.32510477,0.34257516+0.055608124+-0.7239209,-0.5016172+0.029570904+0.34251606,0.8028147,655
0.38479272+0.22630955+-0.32510626,0.3470267+0.05730452+-0.72801936,-0.5016214+0.029564982+0.34252137,0.8085317,656
0.38479787+0.22630292+-0.3251016,0.350055+0.058470536+-0.730797,-0.5016274+0.029560117+0.34252676,0.8124171,657
0.3847967+0.2262983+-0.32510436,0.35173994+0.05913367+-0.7323306,-0.5016335+0.02955687+0.34253258,0.81457096,658
0.38473114+0.22635087+-0.32520574,0.35247943+0.059439555+-0.7329864,-0.5016386+0.029554743+0.34253877,0.8155022,659
0.38471818+0.22636375+-0.32523963,0.35247943+0.059439555+-0.7329864,-0.5016217+0.029553179+0.34252834,0.8155022,660
0.38470477+0.22634831+-0.3252334,0.35269228+0.05954228+-0.73315305,-0.50161743+0.0295508+0.34252483,0.8157515,661
0.38470283+0.2263462+-0.32521302,0.35218182+0.05868903+-0.73018587,-0.5016172+0.0295479+0.34252405,0.8128025,662
0.38468626+0.22635052+-0.3252081,0.3517106+0.05779879+-0.72719395,-0.5016174+0.029545158+0.34252405,0.80984694,663
0.38469112+0.22634593+-0.32519934,0.3513797+0.057037804+-0.72463775,-0.50161767+0.029540827+0.34252536,0.8073542,664
0.38472763+0.22640982+-0.32516474,0.35124055+0.056516252+-0.72288394,-0.5016194+0.029536346+0.34252676,0.8056831,665
0.38473466+0.22643635+-0.32514963,0.35124055+0.056516252+-0.72288394,-0.50159377+0.029554686+0.34250212,0.8056831,666
0.38473466+0.22643635+-0.32514963,0.35126123+0.05621436+-0.72186804,-0.5015882+0.029558692+0.34249634,0.80475956,667
0.38469648+0.22642452+-0.325119,0.35138643+0.056067947+-0.7213636,-0.50158757+0.029557712+0.34249765,0.8043516,668
0.384689+0.22643352+-0.32510635,0.3515668+0.05601071+-0.7211382,-0.501588+0.029553875+0.34250104,0.8042243,669
0.384689+0.22643352+-0.32510635,0.35176924+0.055990048+-0.7210196,-0.50159055+0.029547593+0.34250504,0.80420506,670
0.384689+0.22643352+-0.32510635,0.3524376+0.05617476+-0.72599477,-0.50159514+0.02954012+0.3425105,0.80897236,671
0.3846872+0.22644295+-0.32520834,0.3524376+0.05617476+-0.72599477,-0.50159204+0.029534325+0.34251034,0.80897236,672
0.38469303+0.2264404+-0.32520086,0.35310924+0.056359522+-0.73115826,-0.50159365+0.029528415+0.34251645,0.81391335,673
0.38470176+0.22643487+-0.32520747,0.35370123+0.056507815+-0.7356678,-0.50159645+0.029522423+0.3425246,0.8182327,674
0.38470674+0.22643927+-0.32520387,0.35415733+0.05659351+-0.7388499,-0.5015987+0.029516365+0.34253263,0.82129735,675
0.3847035+0.2264458+-0.32520184,0.3544918+0.056623444+-0.7407843,-0.50160414+0.029510342+0.34254193,0.8231841,676
0.38470876+0.22644421+-0.32521227,0.3547408+0.0566184+-0.74184144,-0.50161004+0.029506955+0.3425501,0.82424235,677
0.38470876+0.22644421+-0.32521227,0.3547408+0.0566184+-0.74184144,-0.501617+0.029490221+0.3425762,0.82424235,678
0.38472408+0.22646242+-0.3252023,0.35494027+0.05659684+-0.74241215,-0.50162536+0.029485585+0.34258926,0.82484037,679
0.38471967+0.22647682+-0.32520026,0.35584+0.056474037+-0.74166566,-0.50163406+0.029484121+0.34259903,0.82454795,680
0.38473907+0.22647974+-0.32519332,0.356586+0.056380842+-0.7405179,-0.5016437+0.029483214+0.34260625,0.823832,681
0.38474005+0.2264908+-0.32518765,0.3572823+0.056299508+-0.73960996,-0.5016562+0.029484393+0.34261256,0.82331234,682
0.38474005+0.2264908+-0.32518765,0.35786507+0.05623523+-0.7391379,-0.5016704+0.029486328+0.34261847,0.82313704,683
0.38473564+0.22652441+-0.32520428,0.35786507+0.05623523+-0.7391379,-0.50168574+0.029481186+0.34263936,0.82313704,684
0.38474542+0.22654584+-0.32520646,0.35833603+0.056186505+-0.73906606,-0.50169873+0.02947794+0.3426537,0.82327414,685
0.38475835+0.22655192+-0.32521957,0.35872522+0.056151196+-0.73927206,-0.5017118+0.029472757+0.34266603,0.8236261,686
0.3847677+0.22655669+-0.32523483,0.3590692+0.056125306+-0.73962945,-0.50172454+0.029467585+0.34267715,0.8240949,687
0.38478068+0.22656703+-0.32523236,0.3593946+0.056102004+-0.7400454,-0.5017351+0.029461116+0.34268743,0.8246085,688
0.38479084+0.22657895+-0.32522368,0.3596113+0.056102876+-0.739681,-0.5017424+0.029452253+0.3426997,0.824376,689
0.38480353+0.22658995+-0.3252066,0.3596113+0.056102876+-0.739681,-0.50173795+0.029448923+0.34270787,0.824376,690
0.38481155+0.22658019+-0.32520804,0.3598301+0.056104798+-0.7392613,-0.50173604+0.029441517+0.342713,0.82409513,691
0.38482353+0.22657794+-0.32518974,0.36007294+0.05610779+-0.738909,-0.5017356+0.029432837+0.34271693,0.8238854,692
0.38482785+0.22657508+-0.3251819,0.36035076+0.056110047+-0.73873466,-0.5017379+0.029422384+0.34272134,0.82385063,693
0.38483602+0.22658041+-0.32515934,0.36065578+0.05610873+-0.7387373,-0.5017428+0.02940905+0.34272465,0.8239864,694
0.38484055+0.22658901+-0.32513946,0.3609782+0.05610061+-0.7388689,-0.5017515+0.029393863+0.3427267,0.824245,695
0.38484934+0.22659358+-0.3251318,0.3609782+0.05610061+-0.7388689,-0.5016734+0.02954787+0.34259963,0.824245,696
0.38465494+0.22651112+-0.32517928,0.36130923+0.05608571+-0.73907477,-0.5016511+0.029596576+0.34255078,0.8245735,697
0.38458768+0.22649032+-0.3251755,0.3616429+0.056065813+-0.73931235,-0.5016479+0.029612029+0.34252542,0.8249313,698
0.3845479+0.22649407+-0.32516137,0.3619787+0.056041915+-0.7395542,-0.5016499+0.029615697+0.34250706,0.8252937,699
0.38453603+0.22648114+-0.32519493,0.36231607+0.05601607+-0.7397878,-0.50165457+0.029616173+0.34249258,0.8256493,700
0.38451016+0.2265043+-0.32516858,0.36265278+0.055991642+-0.7400108,-0.50166076+0.029613148+0.3424809,0.8259952,701
0.3845105+0.22650474+-0.32516134,0.36265278+0.055991642+-0.7400108,-0.50165766+0.029627012+0.34245408,0.8259952,702
0.38449618+0.22649543+-0.32514554,0.36298636+0.05596996+-0.74022585,-0.5016606+0.029628659+0.34243608,0.8263329,703
0.38447988+0.22649428+-0.32513785,0.36331573+0.055949703+-0.74043685,-0.50166595+0.029626671+0.34241986,0.8266652,704
0.38447097+0.22649568+-0.32512295,0.3636416+0.055930875+-0.74064624,-0.5016729+0.029625846+0.34240392,0.8269948,705
0.38445058+0.22650445+-0.3251081,0.3639632+0.055914138+-0.7408565,-0.5016807+0.029626252+0.34238788,0.8273234,706
0.38443926+0.22650778+-0.3250935,0.36036482+0.05589426+-0.7394237,-0.5016888+0.029627776+0.342374,0.8244601,707
0.38441715+0.22651309+-0.32509091,0.36036482+0.05589426+-0.7394237,-0.50168854+0.029649636+0.34238005,0.8244601,708
0.3844023+0.22651726+-0.32509747,0.35660154+0.055874772+-0.73793024,-0.5016915+0.029656017+0.34238088,0.82147896,709
0.3844059+0.22651546+-0.3250912,0.35332465+0.055855267+-0.73664767,-0.5016957+0.029657993+0.34238172,0.81890655,710
0.38439554+0.22652695+-0.3250758,0.35106027+0.05583316+-0.7357928,-0.50170326+0.029659798+0.3423833,0.8171607,711
0.3843914+0.2265361+-0.3250673,0.34974757+0.055805963+-0.7353421,-0.50170964+0.029660244+0.3423841,0.8161897,712
0.3843919+0.22653612+-0.32506335,0.34909746+0.05577486+-0.73518014,-0.5017155+0.029660525+0.3423834,0.8157633,713
0.3843919+0.22653612+-0.32506335,0.34909746+0.05577486+-0.73518014,-0.50165445+0.0296611+0.3424006,0.8157633,714
0.38440597+0.22647503+-0.32504824,0.3488148+0.055742636+-0.73517996,-0.5016315+0.029658925+0.34240383,0.81564,715
0.38441485+0.22645402+-0.32501888,0.34705985+0.05551789+-0.73233724,-0.5016201+0.029655911+0.34240198,0.8123119,716
0.3844216+0.22643566+-0.32500166,0.3453564+0.05531993+-0.729307,-0.5016125+0.02965096+0.34239984,0.80883867,717
0.38443345+0.22640479+-0.32501325,0.3437996+0.055141907+-0.7266293,-0.5016063+0.029645769+0.3423997,0.80574745,718
0.38443196+0.22638491+-0.3250257,0.34257957+0.055007137+-0.7246929,-0.5016057+0.029639948+0.3423996,0.80347145,719
0.38443533+0.22637631+-0.3250176,0.34257957+0.055007137+-0.7246929,-0.50162846+0.029646255+0.3423791,0.80347145,720
0.3843984+0.22639665+-0.32501316,0.3416822+0.0549168+-0.72345877,-0.50164044+0.029644137+0.34237325,0.8019696,721
0.3843984+0.22639665+-0.32501316,0.34101775+0.054858476+-0.7227198,-0.5016491+0.02964115+0.34237614,0.8010159,722
0.38440818+0.22639653+-0.3249998,0.3404908+0.054814856+-0.72225523,-0.5016569+0.029639535+0.34237903,0.80036944,723
0.3843828+0.22640342+-0.3251288,0.34002414+0.054773297+-0.72190017,-0.5016648+0.029636487+0.34238082,0.7998477,724
0.38436902+0.22641227+-0.3251636,0.3430878+0.05499006+-0.72416764,-0.5016708+0.029633075+0.3423826,0.8032135,725
0.38436902+0.22641227+-0.3251636,0.3430878+0.05499006+-0.72416764,-0.5016753+0.029628213+0.34238356,0.8032135,726
0.38437432+0.22641242+-0.32517523,0.34629986+0.05521594+-0.7265123,-0.501681+0.02962371+0.34238344,0.80671716,727
0.38437057+0.22641283+-0.3251768,0.3490806+0.055409458+-0.72849274,-0.50168926+0.02961784+0.3423832,0.8097093,728
0.38437817+0.22641584+-0.3251546,0.3509604+0.05553797+-0.72976756,-0.50169694+0.029610876+0.34238273,0.81167626,729
0.38437817+0.22641584+-0.3251546,0.35198733+0.055605005+-0.73038685,-0.5017061+0.029603833+0.3423844,0.8126819,730
0.3844511+0.22652462+-0.32506678,0.35241243+0.05562664+-0.7305477,-0.5017148+0.029596426+0.34238952,0.8130122,731
0.38448283+0.22656181+-0.32504848,0.35241243+0.05562664+-0.7305477,-0.50172734+0.029587371+0.34235695,0.8130122,732
0.38447618+0.22657916+-0.32502306,0.35250372+0.05562129+-0.7304544,-0.50173813+0.029578157+0.34235245,0.81296754,733
0.38450032+0.22659063+-0.32500148,0.35279822+0.0555667+-0.7295328,-0.5017501+0.029569492+0.3423562,0.8122637,734
0.38450134+0.22661266+-0.3250007,0.353187+0.05553232+-0.7288168,-0.5017625+0.029560696+0.34236413,0.8117874,735
0.38450134+0.22661266+-0.3250007,0.3535807+0.05550769+-0.72820145,-0.5017762+0.029550971+0.34237564,0.8114048,736
0.3845541+0.2266024+-0.3250184,0.35392445+0.055496953+-0.72774416,-0.5017893+0.029540211+0.34239078,0.81114364,737
0.38459378+0.22659963+-0.32502985,0.35392445+0.055496953+-0.72774416,-0.50176555+0.029551748+0.34232748,0.81114364,738
0.38453907+0.22657385+-0.32501274,0.35420796+0.055496454+-0.7274265,-0.501761+0.02955094+0.34231693,0.8109824,739
0.38453114+0.22658274+-0.324988,0.3544418+0.055498097+-0.7272044,-0.501762+0.029544387+0.3423223,0.8108854,740
0.3845464+0.22659132+-0.3249762,0.35464224+0.055494487+-0.72703457,-0.5017666+0.029535571+0.3423312,0.8108206,741
0.3845576+0.22660318+-0.32497525,0.35482413+0.055482976+-0.7268858,-0.501772+0.029526452+0.34234157,0.810766,742
0.38457593+0.22660825+-0.3249847,0.35201877+0.054712906+-0.72767174,-0.5017774+0.02951537+0.34235257,0.8101956,743
0.3846084+0.22661647+-0.32497224,0.35201877+0.054712906+-0.72767174,-0.50176954+0.029595947+0.34230113,0.8101956,744
0.384536+0.22661032+-0.32500038,0.34906325+0.05390195+-0.72850144,-0.5017685+0.029624106+0.34228688,0.80960786,745
0.38451082+0.22660607+-0.325036,0.34644273+0.053171508+-0.72922313,-0.5017722+0.029635921+0.34228647,0.8090835,746
0.38452113+0.22660682+-0.32504818,0.34456134+0.052624512+-0.7297113,-0.5017802+0.029641971+0.34229273,0.8086844,747
0.3845346+0.22662064+-0.32504946,0.34339032+0.052253913+-0.7299753,-0.5017894+0.029648323+0.34230208,0.8084005,748
0.38456517+0.22664353+-0.32496208,0.34272793+0.05200799+-0.7300788,-0.50179935+0.029653281+0.34231412,0.80819696,749
0.38459185+0.22666305+-0.32492283,0.34272793+0.05200799+-0.7300788,-0.5017951+0.02966494+0.3422634,0.80819696,750
0.3845472+0.22666529+-0.32488433,0.34234995+0.051832445+-0.7300929,-0.5018021+0.029668963+0.34225002,0.8080382,751
0.38454005+0.22667158+-0.32487538,0.34208322+0.05168878+-0.7300728,-0.5018123+0.029671758+0.34224963,0.80789787,752
0.3845482+0.22668236+-0.32486334,0.3418266+0.051555615+-0.7300502,-0.5018246+0.0296731+0.342251,0.80776024,753
0.38455528+0.22669268+-0.32486075,0.34153518+0.051422752+-0.7300387,-0.5018369+0.029672323+0.34225217,0.80761814,754
0.38455236+0.22670317+-0.3248694,0.34119642+0.051286258+-0.7300427,-0.50184727+0.029669499+0.34225452,0.8074699,755
0.38450065+0.22670113+-0.32481247,0.34119642+0.051286258+-0.7300427,-0.5018689+0.029655853+0.34223506,0.8074699,756
0.38448706+0.22671351+-0.3247689,0.34081647+0.05114577+-0.73006046,-0.5018838+0.02965361+0.34222955,0.80731654,757
0.38447142+0.2267265+-0.32476267,0.34041163+0.051001623+-0.73008627,-0.5018978+0.029656045+0.34222794,0.80715996,758
0.3844771+0.22672692+-0.32477406,0.33999634+0.05085365+-0.7301153,-0.5019108+0.029659037+0.34222662,0.8070018,759
0.3844712+0.22673994+-0.3247729,0.33957845+0.050700724+-0.7301452,-0.5019223+0.029661225+0.3422245,0.80684334,760
0.38447845+0.22667834+-0.3247911,0.34494454+0.052809693+-0.7303523,-0.5019329+0.0296647+0.3422202,0.8094381,761
0.38448325+0.2266669+-0.324786,0.34494454+0.052809693+-0.7303523,-0.5018414+0.029689608+0.3421564,0.8094381,762
0.38442788+0.22656503+-0.32476443,0.350558+0.0550076+-0.7305583,-0.50180686+0.029697962+0.34213245,0.8121774,763
0.3844021+0.22653067+-0.32475483,0.3554687+0.05692428+-0.7307294,-0.50178903+0.029700357+0.34212118,0.81459427,764
0.38439736+0.22650547+-0.32475722,0.35890615+0.05826319+-0.7308419,-0.5017757+0.029700749+0.34211385,0.8162954,765
0.38439766+0.22648323+-0.3247628,0.36095202+0.05906089+-0.7309005,-0.5017628+0.029699499+0.34210896,0.81730664,766
0.38439548+0.22646916+-0.32475927,0.3620164+0.05947708+-0.7309213,-0.5017509+0.029696923+0.34210706,0.81782603,767
0.38440418+0.22645473+-0.32474765,0.3620164+0.05947708+-0.7309213,-0.50175667+0.029708032+0.3421021,0.81782603,768
0.38439685+0.22646257+-0.32474113,0.36253318+0.059678704+-0.73092157,-0.5017534+0.029708393+0.3421048,0.8180698,769
0.38440728+0.22645897+-0.32472855,0.36144578+0.059056424+-0.7300634,-0.50175065+0.029708747+0.34210873,0.8167761,770
0.38440198+0.22646025+-0.32472515,0.360043+0.058303833+-0.72918755,-0.50174767+0.02971009+0.34211573,0.8153188,771
0.38440746+0.2264559+-0.32472426,0.35891464+0.057684653+-0.7284265,-0.50174534+0.029709175+0.34212458,0.81409603,772
0.38438302+0.22646812+-0.3247635,0.35827363+0.05731092+-0.7278887,-0.5017432+0.029709613+0.34213468,0.8133059,773
0.3843656+0.2264669+-0.3247996,0.35827363+0.05731092+-0.7278887,-0.50173944+0.029710876+0.3421444,0.8133059,774
0.3843477+0.2264773+-0.32480216,0.35807848+0.05716259+-0.7275578,-0.5017363+0.029709255+0.3421519,0.81291336,775
0.38436094+0.22646973+-0.32480225,0.3581937+0.057170406+-0.7273704,-0.50173455+0.029707612+0.34215894,0.8127969,776
0.38436+0.22647281+-0.32479572,0.35847718+0.057262782+-0.72726256,-0.50173223+0.02970386+0.34216458,0.81283194,777
0.3843648+0.2264739+-0.32478094,0.35882378+0.05738508+-0.72718745,-0.5017297+0.029700786+0.34216964,0.81292623,778
0.3843649+0.2264679+-0.32478312,0.35722753+0.05635171+-0.72772455,-0.50172883+0.029698519+0.3421752,0.81263155,779
0.38436866+0.2264581+-0.32479706,0.35722753+0.05635171+-0.72772455,-0.50172836+0.029697029+0.3421816,0.81263155,780
0.3843698+0.22645694+-0.324795,0.35551676+0.055247523+-0.72828364,-0.5017278+0.029695949+0.3421924,0.8123063,781
0.3843631+0.22645831+-0.3248011,0.35400626+0.054253306+-0.7287626,-0.5017267+0.029693928+0.3422045,0.8120091,782
0.38437116+0.22644919+-0.32481068,0.35296398+0.053525276+-0.729081,-0.5017221+0.029692939+0.34221515,0.81179285,783
0.38436946+0.22644714+-0.3248058,0.3523718+0.05305593+-0.72925025,-0.50171953+0.029690841+0.34222844,0.8116568,784
0.38437593+0.22645289+-0.32477987,0.352099+0.05277353+-0.7293159,-0.501717+0.029688902+0.34224308,0.811579,785
0.38436902+0.22645158+-0.32478452,0.352099+0.05277353+-0.7293159,-0.50172764+0.029715609+0.34223813,0.811579,786
0.38435405+0.22644988+-0.32480097,0.3518392+0.05278817+-0.7288985,-0.5017326+0.029724542+0.34224313,0.81109214,787
0.38434005+0.22645436+-0.32480285,0.3513399+0.053653155+-0.72758484,-0.50173295+0.029728983+0.34225303,0.80975187,788
0.38434133+0.2264463+-0.3248106,0.35063985+0.054876644+-0.72580594,-0.50173104+0.029730491+0.34226614,0.8079319,789
0.38435054+0.22644004+-0.3248024,0.34999108+0.055944532+-0.72424483,-0.5017275+0.02973038+0.34228194,0.8063213,790
0.38437787+0.22641653+-0.32479596,0.34947833+0.056687452+-0.72312075,-0.5017239+0.029730199+0.34229696,0.8051411,791
0.38440213+0.22640455+-0.3247838,0.34947833+0.056687452+-0.72312075,-0.501765+0.029740553+0.34221405,0.8051411,792
0.3843238+0.226439+-0.3247341,0.3490999+0.057123363+-0.7224063,-0.5017766+0.029741548+0.34218985,0.80436605,793
0.3843133+0.2264409+-0.32470462,0.34882095+0.057339594+-0.72197896,-0.5017769+0.02973845+0.34218693,0.8038765,794
0.38429865+0.2264373+-0.3247036,0.3486014+0.057426233+-0.7217103,-0.5017728+0.029734254+0.3421924,0.8035462,795
0.38429523+0.22642563+-0.32471076,0.34869966+0.05737403+-0.72176963,-0.50177026+0.029728765+0.34219852,0.8036384,796
0.38429523+0.22642563+-0.32471076,0.34944203+0.05713504+-0.7224152,-0.50176716+0.029722475+0.34220648,0.8045234,797
0.3843793+0.22640873+-0.3245768,0.34944203+0.05713504+-0.7224152,-0.50177604+0.02971137+0.3421201,0.8045234,798
0.38433182+0.22640362+-0.32451358,0.350526+0.05681327+-0.72335607,-0.50177944+0.0297044+0.34209603,0.8058165,799
0.3843014+0.22641033+-0.32449675,0.3514592+0.056549773+-0.7241393,-0.5017783+0.029698001+0.34209147,0.8069071,800
0.38429365+0.22640699+-0.32450235,0.3520812+0.0563887+-0.7246194,-0.5017757+0.0296953+0.34209356,0.80759776,801
0.38429624+0.22640473+-0.32450068,0.3524117+0.056319926+-0.72481734,-0.50177175+0.029692445+0.34209788,0.8079146,802
0.38445336+0.22638297+-0.3244196,0.35253862+0.056310497+-0.72481734,-0.5017697+0.029689621+0.34210348,0.8079694,803
0.38452214+0.22636619+-0.32439506,0.35253862+0.056310497+-0.72481734,-0.50177056+0.029694153+0.3420793,0.8079694,804
0.38451624+0.22635964+-0.32438177,0.3525547+0.056331195+-0.7247071,-0.5017729+0.029699694+0.3420744,0.807879,805
0.3845097+0.22635354+-0.3243962,0.35252696+0.056366507+-0.7245526,-0.5017751+0.029703816+0.34207964,0.80773073,806
0.3845266+0.22634135+-0.3244081,0.35249254+0.056407653+-0.72439414,-0.501777+0.029706992+0.34209216,0.8075764,807
0.3845339+0.22633737+-0.32441887,0.35246602+0.05644566+-0.7242509,-0.5017793+0.029709969+0.34210652,0.807439,808
0.3846061+0.22632584+-0.32437485,0.35244864+0.0564735+-0.72412837,-0.50178367+0.029714812+0.34212393,0.80732346,809
0.38463348+0.22631785+-0.32438475,0.35244864+0.0564735+-0.72412837,-0.50178844+0.029719414+0.34214437,0.80732346,810
0.38464406+0.22632328+-0.3243911,0.35243726+0.05648894+-0.7240238,-0.5017925+0.02972154+0.34216565,0.8072258,811
0.38466635+0.22632393+-0.32439542,0.35243282+0.056494545+-0.7239296,-0.5017957+0.029723745+0.34218848,0.80713975,812
0.38469002+0.22632167+-0.32440487,0.35243592+0.056498576+-0.72383827,-0.50180143+0.02972575+0.34221116,0.80705947,813
0.38470653+0.22633335+-0.324399,0.3524433+0.056509003+-0.72374636,-0.5018062+0.029726109+0.34223503,0.80698097,814
0.38474736+0.22634357+-0.3244184,0.35190648+0.05647694+-0.72726804,-0.50180864+0.029727172+0.34226072,0.80990535,815
0.38477057+0.22634853+-0.32444254,0.35190648+0.05647694+-0.72726804,-0.50182295+0.029745568+0.3423729,0.80990535,816
0.38485318+0.22636838+-0.32451674,0.35133803+0.05644196+-0.7309373,-0.50182575+0.029752595+0.34242958,0.81295353,817
0.3849034+0.22637126+-0.32455236,0.35082343+0.056412157+-0.73415697,-0.50182486+0.029753858+0.34246922,0.8156261,818
0.38492325+0.2263814+-0.32457083,0.35043412+0.056399215+-0.7364465,-0.50182295+0.029751044+0.34250307,0.81751966,819
0.38496006+0.22637832+-0.32458678,0.35016924+0.056405958+-0.73785657,-0.5018236+0.029748514+0.3425355,0.81867725,820
0.38499773+0.22638112+-0.32458657,0.3499976+0.056430444+-0.738644,-0.50182647+0.029747631+0.3425666,0.8193154,821
0.3850239+0.22638285+-0.32460484,0.3499976+0.056430444+-0.738644,-0.50179285+0.029753212+0.342322,0.8193154,822
0.38482225+0.22634047+-0.32447517,0.35011163+0.056478515+-0.73904693,-0.50178003+0.029755335+0.3422364,0.81973064,823
0.38475186+0.22632739+-0.3244238,0.3510843+0.05641913+-0.73824656,-0.50177497+0.029756902+0.34220192,0.8194213,824
0.38472575+0.22631446+-0.32441846,0.3524538+0.056317627+-0.7370755,-0.501771+0.029757187+0.34218478,0.81894785,825
0.384707+0.22631797+-0.32439783,0.3536561+0.056225188+-0.7361236,-0.5017658+0.029757213+0.34217376,0.81860363,826
0.3846947+0.22631359+-0.32438946,0.35450563+0.056159846+-0.73557925,-0.5017614+0.029755302+0.3421619,0.8184772,827
0.38469416+0.22630307+-0.32437578,0.35450563+0.056159846+-0.73557925,-0.5017667+0.029767834+0.3421057,0.8184772,828
0.3846513+0.22628826+-0.32436997,0.35501933+0.056123566+-0.7354105,-0.50176287+0.029771239+0.3420928,0.8185458,829
0.38463673+0.22627473+-0.3243736,0.35529318+0.056111325+-0.7355039,-0.5017573+0.029771995+0.34209388,0.81874764,830
0.3846408+0.22626281+-0.32436967,0.3554335+0.05611474+-0.7357406,-0.5017509+0.029772991+0.34209967,0.8190214,831
0.38463745+0.22625345+-0.3243746,0.35553604+0.056104004+-0.7357263,-0.50174546+0.029775787+0.342108,0.8190523,832
0.38464165+0.22624072+-0.32438457,0.35566533+0.05604696+-0.73504573,-0.50173974+0.029779667+0.3421173,0.8184933,833
0.38464692+0.22623008+-0.3243917,0.35566533+0.05604696+-0.73504573,-0.5017478+0.029777737+0.3420761,0.8184933,834
0.3846148+0.22623801+-0.32435462,0.35582882+0.055961765+-0.7339851,-0.5017501+0.029782383+0.342069,0.8176063,835
0.3846022+0.22623473+-0.32436085,0.35600907+0.055885814+-0.7330559,-0.50175226+0.029789874+0.3420727,0.81684554,836
0.38461122+0.22622514+-0.32437405,0.35619798+0.055832308+-0.73243195,-0.501754+0.029799461+0.3420787,0.8163644,837
0.38460588+0.22622758+-0.32438105,0.35639197+0.05579725+-0.7321019,-0.50175554+0.029807646+0.34208912,0.8161506,838
0.38462168+0.22621971+-0.3243916,0.35658744+0.055770732+-0.73198235,-0.5017561+0.029814456+0.34210253,0.81612694,839
0.3846202+0.2262151+-0.3244159,0.35658744+0.055770732+-0.73198235,-0.5017571+0.029822107+0.34211636,0.81612694,840
0.3846177+0.22621465+-0.32443583,0.3563676+0.0557046+-0.7317627,-0.5017574+0.02983131+0.34213176,0.81582934,841
0.3846081+0.22620969+-0.3244756,0.35464945+0.055625733+-0.73095113,-0.5017603+0.029841771+0.34214622,0.8143464,842
0.38460845+0.2262057+-0.32450554,0.35222676+0.055529516+-0.7298098,-0.5017661+0.029853381+0.34216052,0.812262,843
0.38460818+0.22620323+-0.3245394,0.35009816+0.05544607+-0.72879606,-0.50177276+0.0298644+0.34217614,0.8104238,844
0.38458684+0.22620505+-0.32458043,0.34858882+0.05538392+-0.72806305,-0.5017818+0.029873164+0.34219182,0.80910903,845
0.38458213+0.22620921+-0.3246025,0.34858882+0.05538392+-0.72806305,-0.5017945+0.029873684+0.3422017,0.80910903,846
0.38458854+0.22621316+-0.32460803,0.34766346+0.05534016+-0.7275996,-0.5018047+0.029877245+0.34221512,0.80829054,847
0.38459632+0.22621052+-0.3246261,0.34715006+0.055307902+-0.7273282,-0.5018129+0.029882072+0.34223127,0.80782324,848
0.38460487+0.22620775+-0.32464635,0.34686565+0.0552827+-0.72716534,-0.50182+0.02988653+0.34224817,0.8075527,849
0.38461715+0.22620058+-0.32467112,0.3468844+0.055464823+-0.72701734,-0.5018307+0.029892502+0.34226495,0.80744,850
0.38455868+0.2262539+-0.32474735,0.34738147+0.05609119+-0.7268081,-0.5018453+0.029899111+0.34228083,0.8075085,851
0.38454157+0.22627828+-0.3247932,0.34738147+0.05609119+-0.7268081,-0.5018327+0.02984573+0.34217167,0.8075085,852
0.3844785+0.2262621+-0.324701,0.3481131+0.0569533+-0.7265477,-0.50183296+0.029827436+0.34213507,0.8076497,853
0.38446394+0.22625816+-0.3246634,0.3487154+0.057708655+-0.7262822,-0.50183713+0.02982115+0.34212142,0.8077243,854
0.38445505+0.22625807+-0.3246547,0.34907186+0.05824818+-0.7260321,-0.50184155+0.029818807+0.34211504,0.80769217,855
0.38446778+0.22624776+-0.32465515,0.3492005+0.058589622+-0.7258014,-0.50184697+0.029818926+0.34211206,0.80756515,856
0.38445014+0.22631001+-0.32462147,0.34917077+0.05879887+-0.725586,-0.50185525+0.029819919+0.34211028,0.8073739,857
0.38444903+0.22633702+-0.32460403,0.34917077+0.05879887+-0.725586,-0.501845+0.029818246+0.3420661,0.8073739,858
0.38444903+0.22633702+-0.32460403,0.34905568+0.058940154+-0.7253791,-0.50184166+0.029820982+0.34205574,0.80714846,859
0.3843739+0.2263478+-0.3245753,0.34890768+0.05905553+-0.72517616,-0.50184107+0.029825728+0.34205586,0.8069105,860
0.3843609+0.22635382+-0.32458124,0.34875205+0.059167933+-0.7249769,-0.5018416+0.029832654+0.3420607,0.8066724,861
